survey_week,beach,species_type,total
2011-02-28,NORTH,Shorebird,58
2011-02-28,SOUTH,Shorebird,682
2011-03-07,SOUTH,Shorebird,96
2011-04-11,SOUTH,Shorebird,56
2011-05-09,NORTH,Gull,14
2011-05-09,NORTH,Raptor,2
2011-05-09,NORTH,Shorebird,2870
2011-05-09,SOUTH,Shorebird,100
2011-05-16,NORTH,Raptor,1
2011-05-16,NORTH,Shorebird,183
2011-05-16,SOUTH,Shorebird,114
2011-05-30,NORTH,Shorebird,35
2011-05-30,SOUTH,Gull,3
2011-05-30,SOUTH,Shorebird,129
2011-06-06,NORTH,Gull,497
2011-06-06,NORTH,Raptor,1
2011-06-06,NORTH,Shorebird,210
2011-06-06,SOUTH,Shorebird,123
2011-06-13,NORTH,Gull,493
2011-06-13,NORTH,Raptor,1
2011-06-13,NORTH,Shorebird,26
2011-06-13,SOUTH,Gull,82
2011-06-13,SOUTH,Shorebird,175
2011-06-20,NORTH,Gull,533
2011-06-20,NORTH,Shorebird,84
2011-06-20,PURISIMA,Shorebird,2
2011-06-20,SOUTH,Gull,212
2011-06-20,SOUTH,Shorebird,151
2011-06-27,NORTH,Gull,908
2011-06-27,NORTH,Raptor,7
2011-06-27,NORTH,Shorebird,154
2011-06-27,SOUTH,Gull,102
2011-06-27,SOUTH,Shorebird,89
2011-07-04,NORTH,Gull,1298
2011-07-04,NORTH,Raptor,1
2011-07-04,NORTH,Shorebird,114
2011-07-04,SOUTH,Gull,279
2011-07-04,SOUTH,Shorebird,153
2011-07-11,NORTH,Gull,500
2011-07-11,NORTH,Raptor,1
2011-07-11,NORTH,Shorebird,119
2011-07-11,PURISIMA,Gull,90
2011-07-11,PURISIMA,Shorebird,1
2011-07-11,SOUTH,Gull,84
2011-07-11,SOUTH,Shorebird,65
2011-07-18,NORTH,Gull,1354
2011-07-18,NORTH,Raptor,6
2011-07-18,NORTH,Shorebird,142
2011-07-18,SOUTH,Gull,137
2011-07-18,SOUTH,Shorebird,133
2011-07-25,NORTH,Gull,1422
2011-07-25,NORTH,Shorebird,92
2011-07-25,PURISIMA,Gull,17
2011-07-25,PURISIMA,Shorebird,7
2011-07-25,SOUTH,Gull,418
2011-07-25,SOUTH,Shorebird,262
2011-08-01,NORTH,Gull,1488
2011-08-01,NORTH,Raptor,6
2011-08-01,NORTH,Shorebird,77
2011-08-01,PURISIMA,Gull,43
2011-08-01,PURISIMA,Raptor,1
2011-08-01,PURISIMA,Shorebird,18
2011-08-01,SOUTH,Gull,256
2011-08-01,SOUTH,Shorebird,361
2011-08-08,NORTH,Gull,815
2011-08-08,NORTH,Raptor,6
2011-08-08,NORTH,Shorebird,92
2011-08-08,PURISIMA,Gull,130
2011-08-08,PURISIMA,Raptor,1
2011-08-08,PURISIMA,Shorebird,2
2011-08-08,PURISIMA,Tern,2
2011-08-15,NORTH,Gull,1670
2011-08-15,NORTH,Raptor,5
2011-08-15,NORTH,Shorebird,99
2011-08-15,SOUTH,Gull,357
2011-08-15,SOUTH,Shorebird,270
2011-08-22,NORTH,Gull,931
2011-08-22,NORTH,Raptor,2
2011-08-22,NORTH,Shorebird,51
2011-08-22,SOUTH,Gull,277
2011-08-22,SOUTH,Raptor,6
2011-08-22,SOUTH,Shorebird,575
2011-08-29,NORTH,Gull,183
2011-08-29,NORTH,Shorebird,213
2011-08-29,PURISIMA,Gull,72
2011-08-29,PURISIMA,Shorebird,520
2011-08-29,SOUTH,Gull,241
2011-08-29,SOUTH,Raptor,3
2011-08-29,SOUTH,Shorebird,213
2011-09-05,NORTH,Gull,1616
2011-09-05,NORTH,Raptor,5
2011-09-05,NORTH,Shorebird,283
2011-09-05,PURISIMA,Gull,29
2011-09-05,PURISIMA,Raptor,1
2011-09-05,PURISIMA,Shorebird,207
2011-09-05,SOUTH,Gull,119
2011-09-05,SOUTH,Raptor,3
2011-09-05,SOUTH,Shorebird,226
2011-09-12,NORTH,Gull,625
2011-09-12,NORTH,Shorebird,139
2011-09-12,SOUTH,Gull,215
2011-09-12,SOUTH,Raptor,5
2011-09-12,SOUTH,Shorebird,620
2011-09-19,NORTH,Gull,1262
2011-09-19,NORTH,Raptor,1
2011-09-19,NORTH,Shorebird,2283
2011-09-19,PURISIMA,Gull,14
2011-09-19,PURISIMA,Shorebird,302
2011-09-19,SOUTH,Gull,52
2011-09-19,SOUTH,Raptor,2
2011-09-19,SOUTH,Shorebird,269
2011-09-26,NORTH,Gull,612
2011-09-26,NORTH,Shorebird,188
2011-09-26,SOUTH,Gull,115
2011-09-26,SOUTH,Raptor,4
2011-09-26,SOUTH,Shorebird,603
2012-01-16,NORTH,Shorebird,112
2012-01-16,PURISIMA,Shorebird,2
2012-02-27,NORTH,Shorebird,13
2012-02-27,SOUTH,Shorebird,93
2012-03-05,NORTH,Gull,3
2012-03-05,NORTH,Raptor,5
2012-03-05,NORTH,Shorebird,3432
2012-03-05,SOUTH,Raptor,3
2012-03-05,SOUTH,Shorebird,4953
2012-03-12,NORTH,Gull,1
2012-03-12,NORTH,Raptor,1
2012-03-12,NORTH,Shorebird,1267
2012-03-12,PURISIMA,Gull,1
2012-03-12,SOUTH,Gull,1
2012-03-12,SOUTH,Raptor,1
2012-03-12,SOUTH,Shorebird,3365
2012-03-19,NORTH,Gull,4
2012-03-19,NORTH,Raptor,4
2012-03-19,NORTH,Shorebird,2214
2012-03-19,SOUTH,Gull,1
2012-03-19,SOUTH,Raptor,3
2012-03-19,SOUTH,Shorebird,3136
2012-03-26,NORTH,Gull,3
2012-03-26,NORTH,Raptor,3
2012-03-26,NORTH,Shorebird,6190
2012-03-26,PURISIMA,Gull,2
2012-03-26,PURISIMA,Raptor,1
2012-03-26,PURISIMA,Shorebird,1
2012-03-26,SOUTH,Gull,8
2012-03-26,SOUTH,Raptor,1
2012-03-26,SOUTH,Shorebird,2894
2012-04-02,NORTH,Gull,4
2012-04-02,NORTH,Shorebird,1466
2012-04-09,NORTH,Raptor,1
2012-04-09,NORTH,Shorebird,2072
2012-04-09,SOUTH,Gull,40
2012-04-09,SOUTH,Raptor,1
2012-04-09,SOUTH,Shorebird,3770
2012-04-16,NORTH,Gull,2
2012-04-16,NORTH,Shorebird,2447
2012-04-16,PURISIMA,Raptor,2
2012-04-16,PURISIMA,Shorebird,54
2012-04-16,SOUTH,Gull,2
2012-04-16,SOUTH,Raptor,3
2012-04-16,SOUTH,Shorebird,1276
2012-04-23,NORTH,Shorebird,250
2012-04-23,SOUTH,Gull,5
2012-04-23,SOUTH,Shorebird,1758
2012-04-30,NORTH,Gull,12
2012-04-30,NORTH,Raptor,3
2012-04-30,NORTH,Shorebird,441
2012-04-30,PURISIMA,Shorebird,1
2012-04-30,SOUTH,Gull,60
2012-04-30,SOUTH,Shorebird,2382
2012-05-07,NORTH,Gull,12
2012-05-07,NORTH,Raptor,1
2012-05-07,NORTH,Shorebird,6461
2012-05-07,PURISIMA,Shorebird,1
2012-05-07,SOUTH,Gull,64
2012-05-07,SOUTH,Shorebird,4273
2012-05-07,SOUTH,Tern,1
2012-05-14,NORTH,Gull,1
2012-05-14,NORTH,Raptor,1
2012-05-14,NORTH,Shorebird,197
2012-05-14,PURISIMA,Shorebird,2
2012-05-14,SOUTH,Gull,150
2012-05-14,SOUTH,Shorebird,1990
2012-05-21,NORTH,Gull,207
2012-05-21,NORTH,Raptor,1
2012-05-21,NORTH,Shorebird,1356
2012-05-21,PURISIMA,Gull,35
2012-05-21,PURISIMA,Shorebird,56
2012-05-21,SOUTH,Gull,172
2012-05-21,SOUTH,Shorebird,570
2012-05-21,SOUTH,Tern,4
2012-05-28,SOUTH,Gull,11
2012-05-28,SOUTH,Shorebird,161
2012-06-04,NORTH,Gull,154
2012-06-04,NORTH,Raptor,1
2012-06-04,NORTH,Shorebird,142
2012-06-04,PURISIMA,Gull,18
2012-06-11,NORTH,Gull,281
2012-06-11,NORTH,Raptor,1
2012-06-11,NORTH,Shorebird,53
2012-06-11,PURISIMA,Gull,2
2012-06-11,PURISIMA,Shorebird,6
2012-06-11,SOUTH,Gull,35
2012-06-11,SOUTH,Shorebird,142
2012-06-11,SOUTH,Tern,3
2012-06-18,NORTH,Gull,216
2012-06-18,NORTH,Raptor,1
2012-06-18,NORTH,Shorebird,134
2012-06-18,PURISIMA,Gull,2
2012-06-18,SOUTH,Gull,86
2012-06-18,SOUTH,Shorebird,184
2012-06-18,SOUTH,Tern,5
2012-06-25,NORTH,Gull,708
2012-06-25,NORTH,Raptor,2
2012-06-25,NORTH,Shorebird,91
2012-06-25,PURISIMA,Gull,60
2012-06-25,PURISIMA,Raptor,1
2012-06-25,PURISIMA,Shorebird,2
2012-06-25,SOUTH,Gull,793
2012-06-25,SOUTH,Shorebird,151
2012-07-02,NORTH,Gull,1159
2012-07-02,NORTH,Raptor,2
2012-07-02,NORTH,Shorebird,101
2012-07-02,PURISIMA,Gull,54
2012-07-02,PURISIMA,Shorebird,3
2012-07-02,SOUTH,Gull,238
2012-07-02,SOUTH,Shorebird,200
2012-07-02,SOUTH,Tern,6
2012-07-09,NORTH,Gull,1041
2012-07-09,NORTH,Shorebird,123
2012-07-09,PURISIMA,Gull,49
2012-07-09,PURISIMA,Raptor,1
2012-07-09,PURISIMA,Shorebird,10
2012-07-09,PURISIMA,Tern,2
2012-07-09,SOUTH,Gull,325
2012-07-09,SOUTH,Shorebird,250
2012-07-09,SOUTH,Tern,1
2012-07-16,NORTH,Gull,432
2012-07-16,NORTH,Shorebird,241
2012-07-16,PURISIMA,Gull,32
2012-07-16,PURISIMA,Raptor,1
2012-07-16,PURISIMA,Shorebird,136
2012-07-16,SOUTH,Gull,161
2012-07-16,SOUTH,Raptor,1
2012-07-16,SOUTH,Shorebird,482
2012-07-23,NORTH,Gull,453
2012-07-23,NORTH,Raptor,1
2012-07-23,NORTH,Shorebird,170
2012-07-23,PURISIMA,Gull,38
2012-07-23,PURISIMA,Shorebird,143
2012-07-23,SOUTH,Gull,191
2012-07-23,SOUTH,Shorebird,407
2012-07-30,NORTH,Gull,649
2012-07-30,NORTH,Raptor,2
2012-07-30,NORTH,Shorebird,498
2012-07-30,PURISIMA,Gull,45
2012-07-30,PURISIMA,Raptor,1
2012-07-30,PURISIMA,Shorebird,7
2012-07-30,PURISIMA,Tern,2
2012-07-30,SOUTH,Gull,49
2012-07-30,SOUTH,Raptor,3
2012-07-30,SOUTH,Shorebird,280
2012-07-30,SOUTH,Tern,1
2012-08-06,NORTH,Gull,223
2012-08-06,NORTH,Shorebird,3416
2012-08-06,PURISIMA,Gull,46
2012-08-06,PURISIMA,Shorebird,2145
2012-08-06,SOUTH,Gull,4
2012-08-06,SOUTH,Shorebird,274
2012-08-13,NORTH,Gull,403
2012-08-13,NORTH,Raptor,1
2012-08-13,NORTH,Shorebird,1424
2012-08-13,PURISIMA,Gull,66
2012-08-13,PURISIMA,Shorebird,120
2012-08-13,SOUTH,Gull,15
2012-08-13,SOUTH,Shorebird,534
2012-08-20,NORTH,Gull,672
2012-08-20,NORTH,Raptor,1
2012-08-20,NORTH,Shorebird,438
2012-08-20,PURISIMA,Gull,122
2012-08-20,PURISIMA,Shorebird,140
2012-08-20,SOUTH,Gull,158
2012-08-20,SOUTH,Raptor,2
2012-08-20,SOUTH,Shorebird,602
2012-08-27,NORTH,Gull,969
2012-08-27,NORTH,Raptor,4
2012-08-27,NORTH,Shorebird,249
2012-08-27,NORTH,Tern,10
2012-08-27,PURISIMA,Gull,173
2012-08-27,PURISIMA,Raptor,2
2012-08-27,PURISIMA,Shorebird,105
2012-08-27,SOUTH,Gull,242
2012-08-27,SOUTH,Raptor,2
2012-08-27,SOUTH,Shorebird,616
2012-09-03,SOUTH,Raptor,5
2012-09-03,SOUTH,Shorebird,1434
2012-09-10,SOUTH,Gull,147
2012-09-10,SOUTH,Raptor,8
2012-09-10,SOUTH,Shorebird,3048
2012-09-17,NORTH,Gull,768
2012-09-17,NORTH,Raptor,3
2012-09-17,NORTH,Shorebird,329
2012-09-17,PURISIMA,Gull,86
2012-09-17,PURISIMA,Raptor,1
2012-09-17,PURISIMA,Shorebird,2012
2013-03-11,NORTH,Gull,1
2013-03-11,NORTH,Raptor,1
2013-03-11,NORTH,Shorebird,608
2013-03-11,PURISIMA,Shorebird,1
2013-03-11,SOUTH,Raptor,2
2013-03-11,SOUTH,Shorebird,2483
2013-03-18,NORTH,Gull,3
2013-03-18,NORTH,Shorebird,1109
2013-03-18,SOUTH,Gull,155
2013-03-18,SOUTH,Raptor,1
2013-03-18,SOUTH,Shorebird,4170
2013-03-25,NORTH,Raptor,1
2013-03-25,NORTH,Shorebird,47
2013-03-25,PURISIMA,Raptor,2
2013-03-25,PURISIMA,Shorebird,1
2013-03-25,SOUTH,Gull,2
2013-03-25,SOUTH,Raptor,1
2013-03-25,SOUTH,Shorebird,558
2013-04-01,NORTH,Raptor,3
2013-04-01,NORTH,Shorebird,105
2013-04-01,PURISIMA,Shorebird,12
2013-04-01,SOUTH,Gull,191
2013-04-01,SOUTH,Raptor,1
2013-04-01,SOUTH,Shorebird,2599
2013-04-08,NORTH,Raptor,3
2013-04-08,NORTH,Shorebird,938
2013-04-08,PURISIMA,Shorebird,39
2013-04-08,SOUTH,Gull,221
2013-04-08,SOUTH,Shorebird,13237
2013-04-15,NORTH,Raptor,5
2013-04-15,NORTH,Shorebird,3844
2013-04-15,PURISIMA,Gull,2
2013-04-15,PURISIMA,Shorebird,273
2013-04-15,SOUTH,Gull,96
2013-04-15,SOUTH,Raptor,4
2013-04-15,SOUTH,Shorebird,8322
2013-04-22,NORTH,Shorebird,507
2013-04-22,PURISIMA,Shorebird,3
2013-04-22,SOUTH,Gull,56
2013-04-22,SOUTH,Shorebird,3319
2013-04-29,NORTH,Gull,26
2013-04-29,NORTH,Raptor,1
2013-04-29,NORTH,Shorebird,524
2013-04-29,PURISIMA,Shorebird,13
2013-04-29,SOUTH,Shorebird,324
2013-05-06,NORTH,Raptor,1
2013-05-06,NORTH,Shorebird,90
2013-05-06,PURISIMA,Shorebird,9
2013-05-06,SOUTH,Gull,3
2013-05-06,SOUTH,Raptor,1
2013-05-06,SOUTH,Shorebird,135
2013-05-13,NORTH,Gull,1
2013-05-13,NORTH,Raptor,3
2013-05-13,NORTH,Shorebird,117
2013-05-13,PURISIMA,Shorebird,6
2013-05-13,SOUTH,Gull,1
2013-05-13,SOUTH,Shorebird,699
2013-05-20,NORTH,Gull,6
2013-05-20,NORTH,Shorebird,888
2013-05-20,PURISIMA,Gull,1
2013-05-20,PURISIMA,Shorebird,304
2013-05-20,SOUTH,Shorebird,125
2013-06-03,NORTH,Gull,35
2013-06-03,NORTH,Shorebird,118
2013-06-03,PURISIMA,Gull,17
2013-06-03,PURISIMA,Shorebird,17
2013-06-03,SOUTH,Gull,52
2013-06-03,SOUTH,Shorebird,206
2013-06-10,NORTH,Gull,13
2013-06-10,NORTH,Raptor,1
2013-06-10,NORTH,Shorebird,81
2013-06-10,PURISIMA,Shorebird,10
2013-06-10,SOUTH,Gull,16
2013-06-10,SOUTH,Shorebird,153
2013-06-17,SOUTH,Gull,36
2013-06-17,SOUTH,Shorebird,57
2013-06-24,NORTH,Gull,2
2013-06-24,NORTH,Shorebird,111
2013-06-24,PURISIMA,Gull,8
2013-06-24,PURISIMA,Shorebird,17
2013-06-24,SOUTH,Gull,3
2013-06-24,SOUTH,Shorebird,133
2013-07-01,NORTH,Shorebird,126
2013-07-01,PURISIMA,Shorebird,8
2013-07-01,SOUTH,Shorebird,25
2013-07-08,NORTH,Raptor,2
2013-07-08,NORTH,Shorebird,98
2013-07-08,PURISIMA,Shorebird,8
2013-07-08,SOUTH,Gull,1
2013-07-08,SOUTH,Raptor,2
2013-07-08,SOUTH,Shorebird,196
2013-07-15,NORTH,Gull,10
2013-07-15,NORTH,Shorebird,112
2013-07-15,PURISIMA,Gull,26
2013-07-15,PURISIMA,Shorebird,27
2013-07-15,SOUTH,Shorebird,160
2013-07-22,NORTH,Gull,169
2013-07-22,NORTH,Shorebird,299
2013-07-22,PURISIMA,Gull,6
2013-07-22,PURISIMA,Shorebird,33
2013-07-22,SOUTH,Gull,160
2013-07-22,SOUTH,Raptor,1
2013-07-22,SOUTH,Shorebird,747
2013-07-29,NORTH,Gull,490
2013-07-29,NORTH,Shorebird,383
2013-07-29,PURISIMA,Gull,71
2013-07-29,PURISIMA,Shorebird,1084
2013-07-29,SOUTH,Gull,77
2013-07-29,SOUTH,Shorebird,525
2013-08-05,NORTH,Gull,616
2013-08-05,NORTH,Shorebird,1331
2013-08-05,NORTH,Tern,10
2013-08-05,PURISIMA,Gull,32
2013-08-05,PURISIMA,Raptor,1
2013-08-05,PURISIMA,Shorebird,769
2013-08-05,SOUTH,Gull,306
2013-08-05,SOUTH,Shorebird,819
2013-08-05,SOUTH,Tern,28
2013-08-12,NORTH,Gull,581
2013-08-12,NORTH,Shorebird,492
2013-08-12,PURISIMA,Gull,77
2013-08-12,PURISIMA,Shorebird,395
2013-08-12,SOUTH,Gull,503
2013-08-12,SOUTH,Raptor,1
2013-08-12,SOUTH,Shorebird,780
2013-08-12,SOUTH,Tern,12
2013-08-19,NORTH,Gull,684
2013-08-19,NORTH,Shorebird,190
2013-08-19,NORTH,Tern,6
2013-08-19,PURISIMA,Shorebird,36
2013-08-19,SOUTH,Gull,886
2013-08-19,SOUTH,Shorebird,323
2013-08-26,NORTH,Gull,526
2013-08-26,NORTH,Raptor,1
2013-08-26,NORTH,Shorebird,830
2013-08-26,PURISIMA,Gull,63
2013-08-26,PURISIMA,Shorebird,4123
2013-08-26,SOUTH,Gull,387
2013-08-26,SOUTH,Shorebird,586
2013-08-26,SOUTH,Tern,2
2013-09-02,NORTH,Gull,844
2013-09-02,NORTH,Raptor,1
2013-09-02,NORTH,Shorebird,264
2013-09-02,PURISIMA,Gull,230
2013-09-02,PURISIMA,Shorebird,17
2013-09-02,SOUTH,Gull,146
2013-09-02,SOUTH,Raptor,1
2013-09-02,SOUTH,Shorebird,373
2013-09-09,NORTH,Gull,867
2013-09-09,NORTH,Raptor,1
2013-09-09,NORTH,Shorebird,404
2013-09-09,PURISIMA,Gull,29
2013-09-09,PURISIMA,Shorebird,411
2013-09-09,SOUTH,Gull,305
2013-09-09,SOUTH,Raptor,1
2013-09-09,SOUTH,Shorebird,268
2013-09-16,NORTH,Gull,227
2013-09-16,NORTH,Raptor,1
2013-09-16,NORTH,Shorebird,138
2013-09-16,PURISIMA,Gull,50
2013-09-16,PURISIMA,Shorebird,1310
2013-09-16,SOUTH,Gull,154
2013-09-16,SOUTH,Shorebird,366
2013-09-23,NORTH,Gull,305
2013-09-23,NORTH,Raptor,2
2013-09-23,NORTH,Shorebird,106
2013-09-23,PURISIMA,Gull,5
2013-09-23,PURISIMA,Shorebird,8
2013-09-23,SOUTH,Gull,227
2013-09-23,SOUTH,Shorebird,383
2013-09-30,SOUTH,Gull,3
2013-09-30,SOUTH,Shorebird,391
2013-10-21,NORTH,Gull,407
2013-10-21,NORTH,Raptor,2
2013-10-21,NORTH,Shorebird,1105
2013-10-21,PURISIMA,Gull,30
2013-10-21,PURISIMA,Shorebird,4
2013-10-21,SOUTH,Gull,285
2013-10-21,SOUTH,Raptor,2
2013-10-21,SOUTH,Shorebird,1243
2013-10-21,SOUTH,Tern,7
2013-11-11,NORTH,Gull,599
2013-11-11,NORTH,Raptor,3
2013-11-11,PURISIMA,Raptor,1
2013-11-11,PURISIMA,Shorebird,4
2013-11-11,SOUTH,Gull,310
2013-11-11,SOUTH,Raptor,5
2013-11-11,SOUTH,Shorebird,1321
2013-12-09,NORTH,Gull,854
2013-12-09,NORTH,Raptor,1
2013-12-09,NORTH,Shorebird,370
2013-12-09,SOUTH,Gull,166
2013-12-09,SOUTH,Shorebird,543
2014-01-20,NORTH,Gull,359
2014-01-20,NORTH,Raptor,1
2014-01-20,NORTH,Shorebird,693
2014-01-20,PURISIMA,Shorebird,8
2014-01-20,SOUTH,Gull,1
2014-01-20,SOUTH,Shorebird,500
2014-02-10,NORTH,Gull,36
2014-02-10,NORTH,Shorebird,114
2014-02-10,PURISIMA,Gull,5
2014-02-10,PURISIMA,Shorebird,1384
2014-02-10,SOUTH,Gull,24
2014-02-10,SOUTH,Raptor,1
2014-02-10,SOUTH,Shorebird,1137
2014-03-03,NORTH,Gull,20
2014-03-03,NORTH,Raptor,1
2014-03-03,NORTH,Shorebird,176
2014-03-03,PURISIMA,Gull,3
2014-03-03,PURISIMA,Shorebird,14
2014-03-03,SOUTH,Gull,214
2014-03-03,SOUTH,Raptor,13
2014-03-03,SOUTH,Shorebird,395
2014-03-03,SOUTH,Tern,1
2014-03-10,NORTH,Shorebird,144
2014-03-10,PURISIMA,Shorebird,83
2014-03-10,SOUTH,Gull,109
2014-03-10,SOUTH,Shorebird,183
2014-03-17,NORTH,Shorebird,59
2014-03-17,PURISIMA,Shorebird,12
2014-03-17,SOUTH,Gull,407
2014-03-17,SOUTH,Raptor,5
2014-03-17,SOUTH,Shorebird,922
2014-03-24,NORTH,Gull,2
2014-03-24,NORTH,Shorebird,158
2014-03-24,PURISIMA,Shorebird,509
2014-03-24,SOUTH,Gull,82
2014-03-24,SOUTH,Shorebird,171
2014-03-31,NORTH,Raptor,1
2014-03-31,NORTH,Shorebird,741
2014-03-31,PURISIMA,Shorebird,15
2014-03-31,SOUTH,Gull,36
2014-03-31,SOUTH,Shorebird,200
2014-04-07,NORTH,Gull,3
2014-04-07,NORTH,Shorebird,1521
2014-04-07,PURISIMA,Raptor,1
2014-04-07,PURISIMA,Shorebird,19
2014-04-07,SOUTH,Gull,14
2014-04-07,SOUTH,Shorebird,2317
2014-04-07,SOUTH,Tern,2
2014-04-14,NORTH,Gull,1
2014-04-14,NORTH,Raptor,1
2014-04-14,NORTH,Shorebird,1555
2014-04-14,PURISIMA,Gull,1
2014-04-14,PURISIMA,Shorebird,43
2014-04-14,SOUTH,Gull,33
2014-04-14,SOUTH,Raptor,1
2014-04-14,SOUTH,Shorebird,3717
2014-04-21,NORTH,Gull,1
2014-04-21,NORTH,Shorebird,108
2014-04-21,PURISIMA,Shorebird,17
2014-04-21,SOUTH,Gull,6
2014-04-21,SOUTH,Shorebird,3550
2014-04-21,SOUTH,Tern,3
2014-05-05,SOUTH,Gull,65
2014-05-05,SOUTH,Shorebird,887
2014-05-12,NORTH,Gull,26
2014-05-12,NORTH,Shorebird,587
2014-05-12,PURISIMA,Gull,1
2014-05-12,PURISIMA,Shorebird,1016
2014-05-12,SOUTH,Gull,86
2014-05-12,SOUTH,Shorebird,120
2014-05-19,NORTH,Gull,318
2014-05-19,NORTH,Raptor,1
2014-05-19,NORTH,Shorebird,138
2014-05-19,PURISIMA,Shorebird,59
2014-05-19,SOUTH,Gull,90
2014-05-19,SOUTH,Shorebird,1746
2014-05-26,NORTH,Gull,514
2014-05-26,NORTH,Shorebird,90
2014-05-26,PURISIMA,Gull,17
2014-05-26,PURISIMA,Shorebird,17
2014-05-26,SOUTH,Gull,115
2014-05-26,SOUTH,Shorebird,143
2014-06-02,NORTH,Gull,720
2014-06-02,NORTH,Raptor,1
2014-06-02,NORTH,Shorebird,84
2014-06-02,PURISIMA,Shorebird,7
2014-06-02,SOUTH,Gull,192
2014-06-02,SOUTH,Shorebird,137
2014-06-09,NORTH,Gull,377
2014-06-09,NORTH,Shorebird,71
2014-06-09,PURISIMA,Gull,10
2014-06-09,PURISIMA,Shorebird,9
2014-06-09,SOUTH,Gull,118
2014-06-09,SOUTH,Shorebird,150
2014-06-16,NORTH,Gull,838
2014-06-16,NORTH,Raptor,2
2014-06-16,NORTH,Shorebird,88
2014-06-16,PURISIMA,Gull,30
2014-06-16,PURISIMA,Shorebird,9
2014-06-16,SOUTH,Gull,157
2014-06-16,SOUTH,Shorebird,153
2014-06-23,NORTH,Gull,827
2014-06-23,NORTH,Shorebird,34
2014-06-23,PURISIMA,Gull,1
2014-06-23,PURISIMA,Shorebird,11
2014-06-23,SOUTH,Gull,140
2014-06-23,SOUTH,Shorebird,142
2014-07-07,NORTH,Gull,44
2014-07-07,NORTH,Raptor,1
2014-07-07,NORTH,Shorebird,40
2014-07-07,PURISIMA,Shorebird,21
2014-07-07,SOUTH,Gull,2
2014-07-07,SOUTH,Shorebird,194
2014-07-14,NORTH,Gull,203
2014-07-14,NORTH,Raptor,1
2014-07-14,NORTH,Shorebird,42
2014-07-14,PURISIMA,Gull,1
